r,xc,basis,e
1.85,SCAN,aug-cc-pVTZ,-0.8295798794830489
1.90,SCAN,aug-cc-pVTZ,-0.7905306416601938
1.95,SCAN,aug-cc-pVTZ,-0.7384454876724647
2.00,SCAN,aug-cc-pVTZ,-0.6945961827164631
2.05,SCAN,aug-cc-pVTZ,-0.6409133272394278
2.10,SCAN,aug-cc-pVTZ,-0.6417816720873901
2.15,SCAN,aug-cc-pVTZ,-0.6214578097786259
2.20,SCAN,aug-cc-pVTZ,-0.6110726617084481
2.30,SCAN,aug-cc-pVTZ,-0.6985386570791547
2.40,SCAN,aug-cc-pVTZ,-0.7723258693873767
2.50,SCAN,aug-cc-pVTZ,-0.9137044674986718
2.60,SCAN,aug-cc-pVTZ,-1.1143682729636417
2.70,SCAN,aug-cc-pVTZ,-1.3587700917454981
2.80,SCAN,aug-cc-pVTZ,-1.6403278052145716
2.90,SCAN,aug-cc-pVTZ,-1.9475597330276404
3.00,SCAN,aug-cc-pVTZ,-2.2784758975411066
3.10,SCAN,aug-cc-pVTZ,-2.6224956930439394
3.20,SCAN,aug-cc-pVTZ,-2.976031847537831
3.30,SCAN,aug-cc-pVTZ,-3.3339123611964805
3.40,SCAN,aug-cc-pVTZ,-3.6954795348526037
3.50,SCAN,aug-cc-pVTZ,-4.054239392057426
3.60,SCAN,aug-cc-pVTZ,-4.404127213350961
3.70,SCAN,aug-cc-pVTZ,-4.744616504631582
3.80,SCAN,aug-cc-pVTZ,-5.09494137889599
3.90,SCAN,aug-cc-pVTZ,-5.425802358799857
4.00,SCAN,aug-cc-pVTZ,-5.740852091515283
4.10,SCAN,aug-cc-pVTZ,-6.063643543900735
4.20,SCAN,aug-cc-pVTZ,-6.3688083811208385
4.30,SCAN,aug-cc-pVTZ,-6.665646840892927
4.40,SCAN,aug-cc-pVTZ,-6.9541537896969245
4.50,SCAN,aug-cc-pVTZ,-7.234769010595559
4.60,SCAN,aug-cc-pVTZ,-7.507067585683283
4.70,SCAN,aug-cc-pVTZ,-7.7708141277372595
4.80,SCAN,aug-cc-pVTZ,-8.027290011423068
4.90,SCAN,aug-cc-pVTZ,-8.276833349439197
5.00,SCAN,aug-cc-pVTZ,-8.509587945177998
5.10,SCAN,aug-cc-pVTZ,-8.751009160547786
5.20,SCAN,aug-cc-pVTZ,-8.97818518936056
5.30,SCAN,aug-cc-pVTZ,-9.191192413549697
5.40,SCAN,aug-cc-pVTZ,-9.404904492681467
5.50,SCAN,aug-cc-pVTZ,-9.61068857661118
5.60,SCAN,aug-cc-pVTZ,-9.815556107445728
5.70,SCAN,aug-cc-pVTZ,-10.003393323644255
5.80,SCAN,aug-cc-pVTZ,-10.198300374554538
1.50,SCAN0,aug-cc-pVTZ,0.11453984539052842
1.60,SCAN0,aug-cc-pVTZ,-0.061728042666720384
1.70,SCAN0,aug-cc-pVTZ,-0.10867133049611688
1.80,SCAN0,aug-cc-pVTZ,-0.08804237355606048
1.85,SCAN0,aug-cc-pVTZ,-0.03339302261575483
1.90,SCAN0,aug-cc-pVTZ,-0.010727041192183151
1.95,SCAN0,aug-cc-pVTZ,0.029685534405153646
2.00,SCAN0,aug-cc-pVTZ,0.06787736864994542
2.05,SCAN0,aug-cc-pVTZ,0.12674073168969002
2.10,SCAN0,aug-cc-pVTZ,0.1316746421663879
2.15,SCAN0,aug-cc-pVTZ,0.15688948361715305
2.20,SCAN0,aug-cc-pVTZ,0.1759406372991208
2.30,SCAN0,aug-cc-pVTZ,0.19821790005594764
2.40,SCAN0,aug-cc-pVTZ,0.2045377431006301
2.50,SCAN0,aug-cc-pVTZ,0.22968656725063497
2.60,SCAN0,aug-cc-pVTZ,0.17847207065255333
2.70,SCAN0,aug-cc-pVTZ,0.15481021651060622
2.80,SCAN0,aug-cc-pVTZ,0.16227153757688662
2.90,SCAN0,aug-cc-pVTZ,0.09946042975385083
3.00,SCAN0,aug-cc-pVTZ,0.10793967101526292
3.10,SCAN0,aug-cc-pVTZ,0.08313141464177498
3.20,SCAN0,aug-cc-pVTZ,0.060824267120542785
3.30,SCAN0,aug-cc-pVTZ,0.04094420129287357
3.40,SCAN0,aug-cc-pVTZ,0.024595189715066468
3.50,SCAN0,aug-cc-pVTZ,-0.027013582255838386
3.60,SCAN0,aug-cc-pVTZ,-0.03965444330700052
3.70,SCAN0,aug-cc-pVTZ,-0.04924605927863723
3.80,SCAN0,aug-cc-pVTZ,-0.056789732896221246
3.90,SCAN0,aug-cc-pVTZ,-0.023012289106033812
4.00,SCAN0,aug-cc-pVTZ,-0.06612489629935236
4.10,SCAN0,aug-cc-pVTZ,-0.07191501063751016
4.20,SCAN0,aug-cc-pVTZ,-0.07900812992452888
4.30,SCAN0,aug-cc-pVTZ,-0.04966253536549203
4.40,SCAN0,aug-cc-pVTZ,-0.06665563239115357
4.50,SCAN0,aug-cc-pVTZ,-0.09133718308212657
4.60,SCAN0,aug-cc-pVTZ,-0.12405073984616788
4.70,SCAN0,aug-cc-pVTZ,-0.20832935771954553
4.80,SCAN0,aug-cc-pVTZ,-0.21205231761587218
4.90,SCAN0,aug-cc-pVTZ,-0.25990061680584464
5.00,SCAN0,aug-cc-pVTZ,-0.3139044735569154
5.10,SCAN0,aug-cc-pVTZ,-0.40210405072301914
5.20,SCAN0,aug-cc-pVTZ,-0.43116029870576833
5.30,SCAN0,aug-cc-pVTZ,-0.5108844235947192
5.40,SCAN0,aug-cc-pVTZ,-0.5803328596971951
5.50,SCAN0,aug-cc-pVTZ,-0.6429311665301607
5.60,SCAN0,aug-cc-pVTZ,-0.6831424977819691
5.70,SCAN0,aug-cc-pVTZ,-0.7474870660047728
5.80,SCAN0,aug-cc-pVTZ,-0.8130293308536878
1.50,M05-2X,aug-cc-pVTZ,1.5345927517516271
1.60,M05-2X,aug-cc-pVTZ,1.1866815208138792
1.70,M05-2X,aug-cc-pVTZ,0.9764472273590314
1.80,M05-2X,aug-cc-pVTZ,0.8473547359466558
1.85,M05-2X,aug-cc-pVTZ,0.8013244668388886
1.90,M05-2X,aug-cc-pVTZ,0.753460586956411
1.95,M05-2X,aug-cc-pVTZ,0.71266889998466
2.00,M05-2X,aug-cc-pVTZ,0.6694068548440768
2.05,M05-2X,aug-cc-pVTZ,0.6250521707130794
2.10,M05-2X,aug-cc-pVTZ,0.570537032797688
2.15,M05-2X,aug-cc-pVTZ,0.5204481496687734
2.20,M05-2X,aug-cc-pVTZ,0.4698250356679523
2.30,M05-2X,aug-cc-pVTZ,0.37807912525428833
2.40,M05-2X,aug-cc-pVTZ,0.2997368011626982
2.50,M05-2X,aug-cc-pVTZ,0.2357306303543787
2.60,M05-2X,aug-cc-pVTZ,0.1753220637174966
2.70,M05-2X,aug-cc-pVTZ,0.12563836748272905
2.80,M05-2X,aug-cc-pVTZ,0.0832690824253266
2.90,M05-2X,aug-cc-pVTZ,0.034235115093334656
3.00,M05-2X,aug-cc-pVTZ,-0.0012590886294905346
3.10,M05-2X,aug-cc-pVTZ,-0.03677008431842843
3.20,M05-2X,aug-cc-pVTZ,-0.06848292612325224
3.30,M05-2X,aug-cc-pVTZ,-0.10038950271967728
3.40,M05-2X,aug-cc-pVTZ,-0.11711351373366341
3.50,M05-2X,aug-cc-pVTZ,-0.13293735534255902
3.60,M05-2X,aug-cc-pVTZ,-0.1382937053187554
3.70,M05-2X,aug-cc-pVTZ,-0.1394351893328718
3.80,M05-2X,aug-cc-pVTZ,-0.14171406960696142
3.90,M05-2X,aug-cc-pVTZ,-0.13081917103307728
4.00,M05-2X,aug-cc-pVTZ,-0.1276094467897284
4.10,M05-2X,aug-cc-pVTZ,-0.11704965274104939
4.20,M05-2X,aug-cc-pVTZ,-0.1137766513476679
4.30,M05-2X,aug-cc-pVTZ,-0.10052278048356555
4.40,M05-2X,aug-cc-pVTZ,-0.09902045086415612
4.50,M05-2X,aug-cc-pVTZ,-0.09331287463137716
4.60,M05-2X,aug-cc-pVTZ,-0.08455108994373717
4.70,M05-2X,aug-cc-pVTZ,-0.08640347699313455
4.80,M05-2X,aug-cc-pVTZ,-0.08767340616113284
4.90,M05-2X,aug-cc-pVTZ,-0.08178373146753604
5.00,M05-2X,aug-cc-pVTZ,-0.08229109730531636
5.10,M05-2X,aug-cc-pVTZ,-0.08245058406516215
5.20,M05-2X,aug-cc-pVTZ,-0.08090797751168344
5.30,M05-2X,aug-cc-pVTZ,-0.08270265767162899
5.40,M05-2X,aug-cc-pVTZ,-0.07818231163086553
5.50,M05-2X,aug-cc-pVTZ,-0.08293824200554312
5.60,M05-2X,aug-cc-pVTZ,-0.08320010246589638
5.70,M05-2X,aug-cc-pVTZ,-0.0782729011137775
5.80,M05-2X,aug-cc-pVTZ,-0.0831899004873784
1.50,B3LYP,aug-cc-pVTZ,2.6359932683194405
1.60,B3LYP,aug-cc-pVTZ,2.2885088920836996
1.70,B3LYP,aug-cc-pVTZ,1.9865813736589395
1.80,B3LYP,aug-cc-pVTZ,1.7327534899520067
1.85,B3LYP,aug-cc-pVTZ,1.623462495021755
1.90,B3LYP,aug-cc-pVTZ,1.524110049535821
1.95,B3LYP,aug-cc-pVTZ,1.4346096051807287
2.00,B3LYP,aug-cc-pVTZ,1.3514856309648913
2.05,B3LYP,aug-cc-pVTZ,1.2737018105154192
2.10,B3LYP,aug-cc-pVTZ,1.1989790923433894
2.15,B3LYP,aug-cc-pVTZ,1.125911845400232
2.20,B3LYP,aug-cc-pVTZ,1.0524955231581785
2.30,B3LYP,aug-cc-pVTZ,0.899352560952611
2.40,B3LYP,aug-cc-pVTZ,0.7350817570420638
2.50,B3LYP,aug-cc-pVTZ,0.5538504788808041
2.60,B3LYP,aug-cc-pVTZ,0.3538328166519662
2.70,B3LYP,aug-cc-pVTZ,0.13333182611431127
2.80,B3LYP,aug-cc-pVTZ,-0.10734406654557205
2.90,B3LYP,aug-cc-pVTZ,-0.3658574175192566
3.00,B3LYP,aug-cc-pVTZ,-0.639747727188011
3.10,B3LYP,aug-cc-pVTZ,-0.9240458967885932
3.20,B3LYP,aug-cc-pVTZ,-1.2161322243730623
3.30,B3LYP,aug-cc-pVTZ,-1.5124252521848351
3.40,B3LYP,aug-cc-pVTZ,-1.8087579041027873
3.50,B3LYP,aug-cc-pVTZ,-2.1036073991096984
3.60,B3LYP,aug-cc-pVTZ,-2.3948353971292136
3.70,B3LYP,aug-cc-pVTZ,-2.680421771012396
3.80,B3LYP,aug-cc-pVTZ,-2.960090752303967
3.90,B3LYP,aug-cc-pVTZ,-3.232611148050519
4.00,B3LYP,aug-cc-pVTZ,-3.4981220329934946
4.10,B3LYP,aug-cc-pVTZ,-3.757640529038868
4.20,B3LYP,aug-cc-pVTZ,-4.0086396153961585
4.30,B3LYP,aug-cc-pVTZ,-4.253265270392128
4.40,B3LYP,aug-cc-pVTZ,-4.491179532425376
4.50,B3LYP,aug-cc-pVTZ,-4.722222106673386
4.60,B3LYP,aug-cc-pVTZ,-4.946479284627377
4.70,B3LYP,aug-cc-pVTZ,-5.163568563075745
4.80,B3LYP,aug-cc-pVTZ,-5.3755336477328335
4.90,B3LYP,aug-cc-pVTZ,-5.582323712761997
5.00,B3LYP,aug-cc-pVTZ,-5.783531972122548
5.10,B3LYP,aug-cc-pVTZ,-5.979118986977026
5.20,B3LYP,aug-cc-pVTZ,-6.168554727209459
5.30,B3LYP,aug-cc-pVTZ,-6.35177543498417
5.40,B3LYP,aug-cc-pVTZ,-6.5107998072719955
5.50,B3LYP,aug-cc-pVTZ,-6.701093198559265
5.60,B3LYP,aug-cc-pVTZ,-6.867077447825956
5.70,B3LYP,aug-cc-pVTZ,-7.027806524881349
5.80,B3LYP,aug-cc-pVTZ,-7.183641122664176
1.50,piM06-2X-DL,aug-cc-pVTZ,0.7268610396206028
1.60,piM06-2X-DL,aug-cc-pVTZ,0.7424952336926669
1.70,piM06-2X-DL,aug-cc-pVTZ,0.8071389976250387
1.80,piM06-2X-DL,aug-cc-pVTZ,0.8965759911897209
1.85,piM06-2X-DL,aug-cc-pVTZ,0.9408560601104092
1.90,piM06-2X-DL,aug-cc-pVTZ,0.987982526195502
1.95,piM06-2X-DL,aug-cc-pVTZ,1.028483414903203
2.00,piM06-2X-DL,aug-cc-pVTZ,1.0602060780189007
2.05,piM06-2X-DL,aug-cc-pVTZ,1.0893367727080268
2.10,piM06-2X-DL,aug-cc-pVTZ,1.1117937407703344
2.15,piM06-2X-DL,aug-cc-pVTZ,1.122866388948271
2.20,piM06-2X-DL,aug-cc-pVTZ,1.125081795246608
2.30,piM06-2X-DL,aug-cc-pVTZ,1.1004325905332735
2.40,piM06-2X-DL,aug-cc-pVTZ,1.039434403242442
2.50,piM06-2X-DL,aug-cc-pVTZ,0.9559884252897213
2.60,piM06-2X-DL,aug-cc-pVTZ,0.8588945121936966
2.70,piM06-2X-DL,aug-cc-pVTZ,0.7474149040176652
2.80,piM06-2X-DL,aug-cc-pVTZ,0.6365992785219579
2.90,piM06-2X-DL,aug-cc-pVTZ,0.5293594714656038
3.00,piM06-2X-DL,aug-cc-pVTZ,0.42815565637441644
3.10,piM06-2X-DL,aug-cc-pVTZ,0.33715944970154155
3.20,piM06-2X-DL,aug-cc-pVTZ,0.2549373648864748
3.30,piM06-2X-DL,aug-cc-pVTZ,0.18641350593366113
3.40,piM06-2X-DL,aug-cc-pVTZ,0.12432851950502055
3.50,piM06-2X-DL,aug-cc-pVTZ,0.07337015059529683
3.60,piM06-2X-DL,aug-cc-pVTZ,0.03193593252101756
3.70,piM06-2X-DL,aug-cc-pVTZ,-0.0017054201602135777
3.80,piM06-2X-DL,aug-cc-pVTZ,-0.029668923784086587
3.90,piM06-2X-DL,aug-cc-pVTZ,-0.049620845481010534
4.00,piM06-2X-DL,aug-cc-pVTZ,-0.060798615428868885
4.10,piM06-2X-DL,aug-cc-pVTZ,-0.0780627284854134
4.20,piM06-2X-DL,aug-cc-pVTZ,-0.08366239992249724
4.30,piM06-2X-DL,aug-cc-pVTZ,-0.08899938614310887
4.40,piM06-2X-DL,aug-cc-pVTZ,-0.09322309770552817
4.50,piM06-2X-DL,aug-cc-pVTZ,-0.10226922550131334
4.60,piM06-2X-DL,aug-cc-pVTZ,-0.10204730767806769
4.70,piM06-2X-DL,aug-cc-pVTZ,-0.09661897313613643
4.80,piM06-2X-DL,aug-cc-pVTZ,-0.10134483825743512
4.90,piM06-2X-DL,aug-cc-pVTZ,-0.10737272648186558
5.00,piM06-2X-DL,aug-cc-pVTZ,-0.10260424313499161
5.10,piM06-2X-DL,aug-cc-pVTZ,-0.10508067828896994
5.20,piM06-2X-DL,aug-cc-pVTZ,-0.10530454753327723
5.30,piM06-2X-DL,aug-cc-pVTZ,-0.10181255801646572
5.40,piM06-2X-DL,aug-cc-pVTZ,-0.10482221794118596
5.50,piM06-2X-DL,aug-cc-pVTZ,-0.10047652544091434
5.60,piM06-2X-DL,aug-cc-pVTZ,-0.10044217089926555
5.70,piM06-2X-DL,aug-cc-pVTZ,-0.10015664676546976
5.80,piM06-2X-DL,aug-cc-pVTZ,-0.09957087537767029
1.50,piM06-2X,aug-cc-pVTZ,0.12799053284189066
1.60,piM06-2X,aug-cc-pVTZ,0.15519238278568714
1.70,piM06-2X,aug-cc-pVTZ,0.23551259425676285
1.80,piM06-2X,aug-cc-pVTZ,0.34899742197754335
1.85,piM06-2X,aug-cc-pVTZ,0.4018753505808519
1.90,piM06-2X,aug-cc-pVTZ,0.46262143515869525
1.95,piM06-2X,aug-cc-pVTZ,0.514623259885834
2.00,piM06-2X,aug-cc-pVTZ,0.5587464040626386
2.05,piM06-2X,aug-cc-pVTZ,0.6006343377353645
2.10,piM06-2X,aug-cc-pVTZ,0.6381115465203813
2.15,piM06-2X,aug-cc-pVTZ,0.661561167106747
2.20,piM06-2X,aug-cc-pVTZ,0.6765539421879652
2.30,piM06-2X,aug-cc-pVTZ,0.6773869822519565
2.40,piM06-2X,aug-cc-pVTZ,0.6393158814309352
2.50,piM06-2X,aug-cc-pVTZ,0.5807906093311281
2.60,piM06-2X,aug-cc-pVTZ,0.51036438036863
2.70,piM06-2X,aug-cc-pVTZ,0.42025756919344737
2.80,piM06-2X,aug-cc-pVTZ,0.33444980902973853
2.90,piM06-2X,aug-cc-pVTZ,0.2503532339723584
3.00,piM06-2X,aug-cc-pVTZ,0.17322479087435028
3.10,piM06-2X,aug-cc-pVTZ,0.1050361067161667
3.20,piM06-2X,aug-cc-pVTZ,0.04449005050183352
3.30,piM06-2X,aug-cc-pVTZ,-0.00156604800433513
3.40,piM06-2X,aug-cc-pVTZ,-0.04214248989427105
3.50,piM06-2X,aug-cc-pVTZ,-0.07783853607310753
3.60,piM06-2X,aug-cc-pVTZ,-0.09739291961320262
3.70,piM06-2X,aug-cc-pVTZ,-0.11800773192517156
3.80,piM06-2X,aug-cc-pVTZ,-0.13138319556883093
3.90,piM06-2X,aug-cc-pVTZ,-0.13795343474265387
4.00,piM06-2X,aug-cc-pVTZ,-0.13549770438444053
4.10,piM06-2X,aug-cc-pVTZ,-0.14417855845996908
4.20,piM06-2X,aug-cc-pVTZ,-0.13963207561883628
4.30,piM06-2X,aug-cc-pVTZ,-0.13640325685523003
4.40,piM06-2X,aug-cc-pVTZ,-0.13399856656622156
4.50,piM06-2X,aug-cc-pVTZ,-0.1381948397388424
4.60,piM06-2X,aug-cc-pVTZ,-0.13178733512757468
4.70,piM06-2X,aug-cc-pVTZ,-0.11919206915722214
4.80,piM06-2X,aug-cc-pVTZ,-0.12106595879216897
4.90,piM06-2X,aug-cc-pVTZ,-0.12579654951420505
5.00,piM06-2X,aug-cc-pVTZ,-0.11682203931369717
5.10,piM06-2X,aug-cc-pVTZ,-0.11824240796439511
5.20,piM06-2X,aug-cc-pVTZ,-0.11629469370363088
5.30,piM06-2X,aug-cc-pVTZ,-0.10988423520845236
5.40,piM06-2X,aug-cc-pVTZ,-0.11314927782298945
5.50,piM06-2X,aug-cc-pVTZ,-0.10623981469507315
5.60,piM06-2X,aug-cc-pVTZ,-0.10738865153020338
5.70,piM06-2X,aug-cc-pVTZ,-0.10503671909455292
5.80,piM06-2X,aug-cc-pVTZ,-0.10400549957323113
